;;MTRL-0321;;;;;;;;
25/03/2021 08:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:03;00:00:08;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:06;00:00:14;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,6193E+11;Atendida;00:00:21;00:00:24;00:00:45;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,6193E+11;Atendida;00:00:15;00:00:06;00:00:21;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:00:19;00:00:30;0,32;Terminado por 02619983140347;
25/03/2021 08:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:11;00:00:24;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:11;00:00:32;00:00:43;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:21;00:00:52;00:01:13;0,87;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:06;00:00:47;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:16;00:00:55;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:07;00:00:45;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:09;00:00:05;00:00:14;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:26;00:00:06;00:00:32;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:09;00:00:25;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:07;00:00:04;00:00:11;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:44;00:00:10;00:00:54;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:14;00:00:27;0,23;Terminado por 02619983653482;
25/03/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:04;00:00:17;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:23;00:01:05;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:10;00:00:29;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:08;00:00:49;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:49;00:01:13;0,82;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:30;00:00:40;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:12;00:00:30;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:10;00:00:29;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:10;00:00:50;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 08:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:08;00:00:49;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:06;00:00:24;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:06;00:00:25;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:47;00:00:13;00:01:00;0,22;Terminado por 02619993259026;
25/03/2021 09:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:11;00:00:42;00:00:53;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:48;00:00:08;00:00:56;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:03;00:00:22;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:28;00:00:35;0,47;Terminado por 02619993848903;
25/03/2021 09:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:30;00:00:38;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:10;00:00:49;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:31;00:00:45;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:36;00:00:10;00:00:46;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:00:31;00:00:48;0,52;Terminado por 02619996254089;
25/03/2021 09:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:46;00:00:28;00:01:14;0,47;Terminado por 02619988340970;
25/03/2021 09:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:05;00:00:08;00:00:13;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:32;00:00:04;00:00:36;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:25;00:00:06;00:00:31;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:05;00:00:43;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:08;00:00:47;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:42;00:00:59;0,7;Terminado por 02619988382173;
25/03/2021 09:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:11;00:00:23;0,18;Terminado por 02619991220137;
25/03/2021 09:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:01:20;00:01:44;1,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:12;00:00:29;0,2;Terminado por 02619991220137;
25/03/2021 09:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:08;00:00:23;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:10;00:00:51;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:07;00:00:21;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:36;00:00:52;0,6;Terminado por 02619991218254;
25/03/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:16;00:00:29;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:33;00:00:52;0,55;Terminado por 02619995605342;
25/03/2021 09:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:27;00:00:39;0,45;Terminado por 02619981229313;
25/03/2021 09:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:42;00:01:02;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:12;00:00:51;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:40;00:00:56;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:46;00:01:06;0,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:30;00:00:55;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:10;00:00:29;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:29;00:00:47;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:53;00:01:15;0,88;Terminado por 02619995502891;
25/03/2021 09:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:41;00:01:08;0,68;Terminado por 02619989490089;
25/03/2021 09:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:34;00:01:54;00:02:28;1,9;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:27;00:00:05;00:00:32;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:18;00:00:59;0,3;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:08;00:00:33;00:00:41;0,55;Terminado por 02619982654622;
25/03/2021 09:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:06;00:00:24;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:41;00:00:07;00:00:48;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 09:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:30;00:00:46;00:01:16;0,77;Terminado por 02619987605129;
25/03/2021 09:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:34;00:00:54;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:52;00:01:10;0,87;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:08:46;00:09:00;8,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:01:36;00:01:49;1,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:05;00:00:48;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:04;00:00:18;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:07;00:00:31;0,12;Terminado por 02619988254889;
25/03/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:37;00:01:00;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:06;00:00:17;0,1;Terminado por 02619988254889;
25/03/2021 10:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:10;00:00:24;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:08;00:00:31;0,13;Terminado por 02619994072248;
25/03/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:01:08;00:01:35;1,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:05;00:00:46;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:01;00:00:18;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61934E+11;Atendida;00:00:45;00:00:07;00:00:52;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:10;00:00:22;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:11;00:00:24;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:53;00:01:02;0,88;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:01:00;00:01:14;1;Terminado por 02619983948789;
25/03/2021 10:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:08;00:00:48;00:00:56;0,8;Terminado por 02619983452341;
25/03/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:16;00:00:56;0,27;Terminado por 02619991820427;
