;;MTRL-0321;;;;;;;;
25/03/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:18;00:00:47;00:01:05;0,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:32;00:00:59;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:34;00:00:49;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:09;00:00:39;00:00:48;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:09;00:00:27;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:09;00:00:49;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:36;00:00:57;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:16;00:00:29;0,27;Terminado por 02619994313114;
25/03/2021 10:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:11;00:00:18;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 10:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:01:31;00:01:40;1,52;Terminado por 02619981665314;
25/03/2021 10:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:10;00:00:52;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:37;00:00:51;0,62;Terminado por 02619983229399;
25/03/2021 11:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:40;00:00:53;0,67;Terminado por 02619987116542;
25/03/2021 11:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:13;00:00:27;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:13;00:00:55;0,22;Terminado por 02619981257143;
25/03/2021 11:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:13;00:00:55;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:12;00:00:39;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:40;00:00:52;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:51;00:01:08;0,85;Terminado por 02619981326719;
25/03/2021 11:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:12;00:00:50;0,2;Terminado por 02619989200981;
25/03/2021 11:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:14;00:00:33;0,23;Terminado por 02619987253568;
25/03/2021 11:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:11;00:00:30;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:07;00:00:29;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 11:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:27;00:00:37;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:44;00:00:11;00:00:55;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:12;00:00:29;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:20;00:00:32;0,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:27;00:00:40;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:35;00:00:34;00:01:09;0,57;Terminado por 02619988730040;
25/03/2021 13:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:27;00:01:53;00:02:20;1,88;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:08;00:00:22;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:45;00:00:59;0,75;Terminado por 02619992712231;
25/03/2021 13:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:07;00:00:19;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:33;00:00:16;00:00:49;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:21;00:00:33;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:10;00:00:51;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:40;00:01:05;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:35;00:00:47;00:01:22;0,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:29;00:00:46;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:13;00:00:52;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:00:23;00:00:34;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:36;00:00:03;00:00:39;0,05;Terminado por 02619999462084;
25/03/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:47;00:00:59;0,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:20;00:00:40;0,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:21;00:00:30;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:10;00:00:23;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:33;00:00:39;00:01:12;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:04;00:00:12;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:29;00:00:42;00:01:11;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:03;00:00:10;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:06;00:00:46;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:05;00:00:24;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:10;00:00:15;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:23;00:00:25;00:00:48;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:26;00:00:35;00:01:01;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:44;00:00:15;00:00:59;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:10;00:00:15;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 14:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:18;00:00:27;0,3;Terminado por 02619981554357;
25/03/2021 14:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:12;00:00:51;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
25/03/2021 15:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:01:23;00:01:32;1,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:11;00:00:49;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:04;00:00:27;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:28;00:00:52;0,47;Terminado por 02619981948962;
26/03/2021 08:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:38;00:00:51;0,63;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:04;00:00:21;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:12;00:00:24;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:45;00:01:02;0,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:29;00:00:04;00:00:33;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:27;00:00:44;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:06;00:00:47;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:36;00:00:50;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:04;00:00:16;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 08:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:28;00:00:13;00:00:41;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:13;00:00:56;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:04;00:00:08;00:00:12;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:58;00:01:12;0,97;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:02:17;00:02:32;2,28;Terminado por 02619988298669;
26/03/2021 09:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:01:05;00:01:26;1,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:12;00:00:53;0,2;Terminado por 02619983223705;
26/03/2021 09:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:05;00:00:45;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:28;00:01:31;00:01:59;1,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:19;00:01:02;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:38;00:00:09;00:00:47;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:05;00:00:22;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:22;00:00:39;00:01:01;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:59;00:01:20;0,98;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:20;00:00:32;0,33;Terminado por 02619984060606;
26/03/2021 09:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:13;00:00:29;0,22;Terminado por 02619993152203;
26/03/2021 09:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:10;00:00:23;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:34;00:00:58;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:17;00:00:59;0,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
