;;MTRL-0321;;;;;;;;
26/03/2021 09:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:37;00:00:53;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:07;00:00:28;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 09:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:29;00:00:47;00:01:16;0,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:50;00:00:48;00:01:38;0,8;Terminado por 02619989661407;
26/03/2021 10:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:14;00:00:34;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:05;00:00:12;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:15;00:00:56;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:21;00:01:12;00:01:33;1,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:06;00:00:11;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:35;00:00:47;0,58;Terminado por 02619994224888;
26/03/2021 10:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:35;00:00:05;00:00:40;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:54;00:01:10;0,9;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:05;00:00:45;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:36;00:00:48;0,6;Terminado por 02619993497772;
26/03/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:03;00:00:13;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:21;00:00:31;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:03;00:00:18;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:22;00:00:28;00:00:50;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:14;00:00:56;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:32;00:00:47;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:31;00:00:55;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:09;00:00:47;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:05;00:00:45;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:11;00:00:27;0,18;Terminado por 02619994450659;
26/03/2021 10:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:10;00:00:51;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:08;00:00:47;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:03;00:00:45;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:01:05;00:01:27;1,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:35;00:00:46;00:01:21;0,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:17;00:00:57;0,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 10:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:07;00:00:48;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:36;00:00:58;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:29;00:00:39;00:01:08;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:27;00:00:41;0,45;Terminado por 02619998002723;
26/03/2021 11:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:51;00:01:11;0,85;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:41;00:00:54;0,68;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:38;00:01:16;0,63;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:12;00:00:57;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:33;00:00:22;00:00:55;0,37;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:35;00:00:45;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:05;00:00:24;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:07;00:00:21;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:01:07;00:00:05;00:01:12;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:02;00:00:22;0,03;Terminado por 02619988296427;
26/03/2021 11:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:48;00:01:05;0,8;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:13;00:00:18;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:44;00:00:09;00:00:53;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:09;00:00:05;00:00:14;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:18;00:01:01;0,3;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:04;00:00:47;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:29;00:00:13;00:00:42;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:22;00:01:05;0,37;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 11:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:13;00:00:26;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:50;00:01:10;0,83;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:00:10;00:00:27;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:05;00:00:21;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:32;00:00:40;0,53;Terminado por 02619988490520;
26/03/2021 13:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:01:27;00:01:38;1,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:28;00:00:41;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:26;00:00:09;00:00:35;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:03;00:00:11;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:20;00:00:53;00:01:13;0,88;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:04;00:00:13;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:23;00:00:46;00:01:09;0,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:16;00:00:36;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:01:53;00:02:04;1,88;Terminado por 02619992997281;
26/03/2021 13:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:06;00:00:21;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:09;00:00:25;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:06:26;00:06:42;6,43;Terminado por 02619991432942;
26/03/2021 13:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:29;00:00:05;00:01:34;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:55;00:01:14;0,92;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:29;00:00:53;0,48;Terminado por 02619996975767;
26/03/2021 13:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:34;00:00:49;0,57;Terminado por 02619997096201;
26/03/2021 14:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:26;00:00:43;0,43;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:02;00:00:43;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:32;00:00:44;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:35;00:00:48;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:29;00:00:49;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:10;00:00:48;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:02:37;00:02:54;2,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:46;00:00:19;00:01:05;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:15;00:01:00;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:13;00:00:58;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:43;00:00:11;00:00:54;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:44;00:00:05;00:00:49;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:45;00:00:57;0,75;Terminado por 02619987653570;
26/03/2021 15:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:03;00:00:10;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:05;00:00:12;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:34;00:00:36;00:01:10;0,6;Terminado por 02619992463495;
26/03/2021 15:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:23;00:00:05;00:00:28;0,08;Terminado por 02619974050447;
29/03/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:20;00:01:00;00:01:20;1;Terminado por 0261938285235;
29/03/2021 17:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:11;00:00:31;00:00:42;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:17;00:00:02;00:00:19;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:15;00:00:02;00:00:17;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:13;00:00:02;00:00:15;0,03;Terminado por 02611949768106;
29/03/2021 17:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61131E+11;Atendida;00:00:10;00:00:24;00:00:34;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
Totais:;;;Chamadas - 398;;02:38:55;02:56:36;05:35:31;176,69;;
;;3CX Ltd.;;;;;;;;
